id;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
30028208;172774563;Paolo;San Giuseppe;4.084.647;1.424.947;Entire home/apt;$130,00;2;218;25/08/2023;3.74;1;236;57
30028584;213150078;Andrea;San Giuseppe;4.084.572;1.425.054;Entire home/apt;$56,00;1;241;10/09/2023;4.14;1;302;81
30028950;183897612;Laura;Avvocata;408.531;1.424.684;Hotel room;$157,00;1;0;;;5;210;0
30029093;183897612;Laura;Avvocata;4.085.293;1.424.854;Hotel room;$136,00;1;0;;;5;209;0
30035772;128742101;Alessandro;Vicaria;4.085.605;1.427.397;Private room;$64,00;1;3;5/07/2022;0.14;9;313;0
30036416;53264636;Fabrizio Maria;San Lorenzo;4.086.126;1.426.939;Entire home/apt;$57,00;2;160;8/09/2023;2.73;3;306;41
30042673;225761879;Gemma;San Lorenzo;408.548;1.425.912;Entire home/apt;$90,00;2;22;28/05/2023;0.39;1;287;3
30057629;225198479;Carmine;Stella;4.085.923;1.424.842;Entire home/apt;$250,00;1;66;3/09/2023;1.22;1;130;23
30077334;120497289;Donatella;Pendino;4.085.035;14.262;Private room;$25,00;1;19;3/10/2019;0.32;2;195;0
30102740;226184401;Milena;Stella;4.085.606;1.425.338;Entire home/apt;$56,00;2;47;28/08/2023;0.81;1;335;22
30105014;226204723;Giulio;San Ferdinando;4.083.613;1.424.585;Private room;$150,00;2;2;12/09/2021;0.04;1;0;0
30106277;219215190;Huiwei;Zona Industriale;4.085.228;1.426.839;Shared room;$120,00;1;15;11/06/2023;0.26;7;347;2
30106853;219215190;Huiwei;San Lorenzo;4.085.358;1.426.853;Shared room;$90,00;1;4;6/09/2023;0.07;7;347;1
30114668;10118084;Anna;Posillipo;4.080.338;1.419.578;Entire home/apt;$159,00;2;7;19/08/2023;0.12;4;164;2
30118494;64032664;Nunzia;Porto;4.084.649;1.425.478;Private room;$69,00;3;18;8/09/2023;3.27;6;341;18
30123815;43436905;Varriale House;Avvocata;408.496;1.424.406;Entire home/apt;$109,00;3;130;10/08/2023;2.25;5;92;33
30125085;226359373;Vincenzo;Arenella;4.085.499;142.375;Entire home/apt;$40,00;3;25;7/11/2019;0.44;1;0;0
30130819;106475;Flavio;San Lorenzo;4.085.441;14.26;Entire home/apt;$60,00;2;153;9/09/2023;2.63;1;144;55
30146281;191732057;Mario;Avvocata;4.084.965;1.424.927;Entire home/apt;$151,00;2;89;13/08/2023;1.53;13;146;28
30170304;63706359;Massimo Maria;Vomero;4.083.727;1.421.609;Entire home/apt;$85,00;2;10;3/06/2023;0.21;1;361;3
30198654;157918437;Marco;Porto;4.084.114;1.425.547;Entire home/apt;$90,00;1;1;10/03/2019;0.02;1;0;0
30216123;178835507;Maria Teresa;San Lorenzo;4.085.263;142.619;Entire home/apt;$105,00;2;231;22/08/2023;3.99;2;272;57
30219751;226959425;Beata Agnieszka;Arenella;4.084.959;1.423.374;Entire home/apt;$132,00;1;5;8/08/2023;0.09;4;154;1
30224172;19768337;Alfredo;Vomero;4.084.721;142.335;Private room;$10,00;28;0;;;2;284;0
30227390;227002577;Mattia;San Ferdinando;4.083.692;1.424.577;Private room;$111,00;1;0;;;4;0;0
30227474;227002577;Mattia;San Ferdinando;408.385;1.424.566;Private room;$207,00;1;0;;;4;0;0
30245548;140613671;Piergiacomo;San Ferdinando;4.083.415;1.424.659;Entire home/apt;$40,00;2;93;4/09/2023;1.62;1;250;21
30245909;128841116;Dimorra;Chiaia;4.082.639;1.421.757;Entire home/apt;$221,00;1;55;22/08/2023;1.02;69;347;2
30251048;226876377;Ornella;San Lorenzo;4.085.148;1.425.592;Entire home/apt;$4.142,00;2;35;16/02/2020;0.61;1;0;0
30285052;127135242;Giuseppina;San Lorenzo;4.085.316;1.426.021;Private room;$39,00;4;60;22/08/2023;1.2;7;42;13
30303542;227591334;Angela;Pendino;4.085.051;1.426.113;Entire home/apt;$59,00;2;37;4/01/2020;0.64;1;14;0
30310194;227633629;Rachele;San Lorenzo;408.552;1.426.625;Private room;$119,00;1;32;26/08/2023;0.58;3;57;2
30312139;14828708;Marco;San Lorenzo;4.085.276;1.426.185;Entire home/apt;$185,00;3;107;3/09/2023;1.93;1;23;36
30312223;227633629;Rachele;San Lorenzo;4.085.432;1.426.836;Entire home/apt;$119,00;1;21;20/05/2023;0.36;3;53;2
30313273;227633629;Rachele;San Lorenzo;4.085.362;1.426.711;Entire home/apt;$119,00;1;8;27/05/2022;0.14;3;56;0
30317639;226959425;Beata Agnieszka;Arenella;4.084.959;1.423.374;Entire home/apt;$132,00;1;8;4/01/2023;0.14;4;152;1
30328851;169563899;Vincenzo;Arenella;4.084.762;1.421.868;Hotel room;$70,00;1;0;;;1;337;0
30330092;226959425;Beata Agnieszka;Arenella;4.084.959.030.151.360;14.233.735.084.533.600;Entire home/apt;$132,00;1;6;5/05/2023;0.11;4;147;2
30333364;227775940;Vincenzo;Bagnoli;4.081.782;14.164;Entire home/apt;$145,00;1;12;18/12/2022;0.21;2;331;1
30336388;227794257;Domenico;Arenella;4.086.123;1.422.801;Private room;$60,00;1;7;25/04/2023;0.13;3;353;1
30337753;227775940;Vincenzo;Bagnoli;40.818.214;14.162.937;Entire home/apt;$178,00;1;12;22/06/2023;0.23;2;357;4
30345012;227848319;Stefania E Gabriella;Stella;4.085.683;1.424.779;Entire home/apt;$100,00;2;184;12/09/2023;3.21;1;249;62
30347955;227868083;Mattia Francesco;Fuorigrotta;4.082.988;141.967;Entire home/apt;$120,00;1;86;9/09/2023;1.48;2;103;48
30366947;200821056;Gianluca;Fuorigrotta;408.302;1.421.087;Entire home/apt;$45,00;3;4;2/01/2023;0.07;1;267;1
30370426;228017476;Augusto;Chiaia;4.083.832;142.352;Hotel room;$102,00;1;2;25/04/2023;0.14;8;24;1
30372195;228019441;Alfredo;San Lorenzo;4.085.417;1.426.824;Entire home/apt;$138,00;2;104;31/08/2023;1.82;2;163;20
30389589;213349615;Rosanna;Posillipo;4.081.514;1.420.052;Entire home/apt;$150,00;3;2;12/08/2021;0.04;1;0;0
30394788;228017476;Augusto;Chiaia;408.372;1.423.363;Hotel room;$110,00;1;8;30/08/2023;0.47;8;3;3
30402187;195667500;Francesco;Pendino;4.084.705;142.585;Entire home/apt;$250,00;2;78;5/01/2023;1.35;1;3;1
30412657;24295872;Margherita;Avvocata;4.084.751;142.454;Private room;$70,00;2;11;28/08/2023;0.19;3;355;4
30416566;7163075;Luigi;San Giuseppe;4.084.198;1.425.045;Hotel room;$209,00;1;0;;;5;84;0
30416946;7163075;Luigi;San Giuseppe;4.084.043;142.498;Hotel room;$181,00;1;0;;;5;11;0
30417099;7163075;Luigi;San Giuseppe;4.084.069;1.424.996;Private room;$179,00;1;0;;;5;0;0
30422566;52616974;Alfredo;Fuorigrotta;4.082.857;1.420.688;Entire home/apt;$81,00;1;63;11/09/2023;1.11;11;209;2
30422634;227794257;Domenico;Arenella;4.086.123;1.422.801;Entire home/apt;$150,00;2;7;21/08/2023;0.13;3;353;1
30423203;227794257;Domenico;Arenella;4.086.085;142.287;Private room;$70,00;1;0;;;3;353;0
30437321;162983680;Diana;San Lorenzo;4.085.486;1.425.551;Entire home/apt;$154,00;1;199;6/08/2023;3.43;1;346;39
30438752;228541046;Stefania;Vomero;4.084.197;1.422.723;Entire home/apt;$93,00;2;11;12/08/2023;0.19;1;178;3
30438812;34853998;Luigi;San Giuseppe;4.084.553;1.425.053;Entire home/apt;$56,00;2;96;5/03/2020;1.66;1;0;0
30439847;154219957;Francesco;Pendino;4.084.673;14.263;Entire home/apt;$40,00;1;60;16/02/2020;1.04;1;0;0
30442968;31782840;Franco;Posillipo;4.082.291;1.421.693;Entire home/apt;$130,00;2;158;9/09/2023;2.74;4;329;16
30453400;45417983;Federico;Montecalvario;4.084.495;1.424.883;Entire home/apt;$86,00;2;9;2/11/2022;0.16;1;305;2
30464725;224188223;Enrico Francesco;San Lorenzo;4.085.436;1.426.596;Private room;$103,00;2;10;22/08/2022;0.27;6;165;0
30465213;228725593;Maria;Vomero;4.084.191;1.422.354;Entire home/apt;$89,00;2;25;6/10/2022;0.44;1;95;1
30465578;23146420;Massimo;Arenella;4.085.351;1.422.696;Entire home/apt;$129,00;2;15;19/06/2023;0.26;1;61;3
30466793;224188223;Enrico Francesco;San Lorenzo;4.085.404;1.426.567;Private room;$100,00;2;4;21/09/2022;0.08;6;167;1
30468099;224188223;Enrico Francesco;San Lorenzo;4.085.424;1.426.701;Entire home/apt;$114,00;2;7;22/07/2022;0.15;6;0;0
30469656;46759026;Giada;Chiaia;4.083.725;1.423.946;Entire home/apt;$210,00;1;149;6/09/2023;2.61;1;224;62
30503309;228921571;Umberto;San Ferdinando;4.083.739;1.424.629;Entire home/apt;$95,00;2;117;9/09/2023;2.04;5;269;56
30503743;228921571;Umberto;San Ferdinando;4.083.683;1.424.602;Entire home/apt;$65,00;2;100;8/09/2023;1.75;5;268;41
30506460;228940601;Angy;Vicaria;4.085.568;1.427.539;Entire home/apt;$500,00;6;177;6/03/2020;3.06;1;116;0
30530455;115037254;Claudio;Vomero;4.084.464;1.422.979;Entire home/apt;$75,00;3;76;5/09/2023;1.33;1;278;29
30533360;35373591;Marta & Ermin;Avvocata;4.085.022;1.424.319;Entire home/apt;$202,00;2;293;7/09/2023;5.05;3;51;69
30554486;67697172;Maria;Soccavo;408.464;1.419.981;Private room;$25,00;30;0;;;1;0;0
30556381;201141135;Stefano;Pendino;408.495;1.426.255;Entire home/apt;$100,00;2;186;7/09/2023;3.21;1;262;53
30572004;229349943;Inna;Montecalvario;408.404;1.424.122;Entire home/apt;$90,00;3;74;23/05/2023;1.3;1;122;5
30576631;160263815;Antonio;San Giuseppe;4.084.735;14.25;Entire home/apt;$75,00;4;13;24/07/2022;0.26;4;22;0
30580572;197042904;Adriana;Pendino;4.085.106;1.426.143;Entire home/apt;$50,00;1;273;30/08/2023;4.74;4;318;77
30582647;229413582;Angela;San Carlo all'Arena;4.086.173;1.426.491;Private room;$65,00;1;5;22/09/2019;0.09;3;0;0
30704419;1987314;Giuseppe;San Giuseppe;4.084.512;1.425.086;Private room;$185,00;1;101;19/08/2023;1.92;10;322;38
30704668;229829102;Michele;San Ferdinando;4.083.923;1.424.733;Entire home/apt;$100,00;3;19;30/05/2023;0.33;1;30;4
30705085;1987314;Giuseppe;San Giuseppe;4.084.512;1.425.086;Private room;$169,00;1;10;29/09/2022;0.19;10;307;2
30707626;50220631;Ludovica;Pendino;4.085.068;1.426.097;Entire home/apt;$120,00;2;88;9/09/2023;1.56;2;231;26
30723835;9768546;Adriano & Rich;Avvocata;4.084.975;1.424.742;Entire home/apt;$251,00;3;42;20/05/2023;0.74;13;131;6
30724333;229972628;Sergio;San Giuseppe;4.084.857;1.425.482;Entire home/apt;$115,00;4;6;4/06/2023;0.11;1;336;4
30726854;229988110;Asia;San Giuseppe;4.084.588;1.425.238;Entire home/apt;$80,00;1;1;28/05/2020;0.02;4;30;0
30728489;229988110;Asia;Porto;4.084.644;1.425.458;Entire home/apt;$100,00;1;0;;;4;1;0
30734469;216699221;Marco;San Ferdinando;408.388;1.424.875;Entire home/apt;$66,00;3;144;8/09/2023;2.59;2;47;47
30734497;230022532;Claudio;Chiaia;4.083.262;1.422.682;Entire home/apt;$70,00;1;1;4/01/2019;0.02;1;0;0
30737296;230048234;Marcella;San Carlo all'Arena;4.085.916;1.426.055;Entire home/apt;$44,00;2;17;5/07/2019;0.3;1;0;0
30737784;18832741;Gian Marco;Porto;4.084.124;1.425.521;Entire home/apt;$90,00;1;20;19/12/2020;0.35;1;0;0
30745813;43941776;Gino;Montecalvario;4.084.618;1.424.631;Entire home/apt;$75,00;2;112;27/08/2023;1.93;1;122;28
30791247;230367254;Alessandro;Fuorigrotta;408.243;14.195;Private room;$124,00;1;0;;;4;65;0
30793120;230380904;Mariangela;San Ferdinando;408.359;1.424.515;Entire home/apt;$39,00;1;33;4/03/2020;0.58;1;0;0
30806810;51406305;Sergio;Vomero;4.084.129;1.422.681;Entire home/apt;$136,00;3;10;14/08/2023;0.2;1;72;9
30810196;230345536;Rita;Montecalvario;4.084.447;1.424.468;Private room;$45,00;2;157;2/09/2023;2.74;4;56;37
30810558;230345536;Rita;Montecalvario;4.084.321;1.424.585;Private room;$50,00;2;140;16/08/2023;2.45;4;74;28
30810712;230345536;Rita;Montecalvario;4.084.327;1.424.534;Private room;$50,00;2;152;22/08/2023;2.65;4;70;25
30810910;230345536;Rita;Montecalvario;4.084.438;1.424.404;Private room;$30,00;2;151;26/08/2023;2.64;4;20;20
30812172;157266745;Francesco;Pendino;4.084.922;1.425.837;Private room;$163,00;1;1;18/05/2023;0.25;7;202;1
30850446;48834158;Giuliano;Pendino;4.084.946;142.606;Entire home/apt;$62,00;2;138;26/08/2023;2.41;2;333;43
30856875;230702664;Paola;Pendino;4.085.072;1.426.643;Hotel room;$94,00;1;2;20/08/2023;0.13;2;47;1
30895870;230702664;Paola;Pendino;4.084.981;1.426.681;Hotel room;$94,00;1;1;24/05/2022;0.06;2;47;0
30920140;231063315;Marcello;Chiaia;4.083.783;1.423.201;Entire home/apt;$85,00;2;26;31/08/2023;0.45;2;15;19
30950167;200731808;MariaRosaria;San Carlo all'Arena;40.857;1.425.762;Private room;$42,00;1;0;;;4;224;0
30951667;231279769;Pierpaolo;Stella;4.085.406;1.425.037;Entire home/apt;$55,00;1;41;29/12/2019;0.71;1;8;0
30955706;54348147;Salvatore;San Lorenzo;4.085.731;1.426.667;Entire home/apt;$105,00;2;102;31/08/2023;1.78;1;102;44
30957801;227859535;Giovanni;San Ferdinando;4.083.647;1.424.623;Entire home/apt;$44,00;2;101;7/09/2023;1.75;1;156;6
30975854;231434551;Vitale;Vomero;4.084.667;1.423.299;Private room;$80,00;2;17;19/06/2023;0.3;1;313;7
30981837;231473842;Stefania;San Lorenzo;4.085.081;1.425.093;Entire home/apt;$76,00;2;71;26/08/2023;1.24;1;248;19
30982177;231063315;Marcello;Chiaia;4.083.598;1.423.163;Entire home/apt;$120,00;3;55;2/09/2021;0.96;2;0;0
31013922;88622968;Mondo Suites;Poggioreale;4.086.757;1.427.654;Entire home/apt;$120,00;2;0;;;16;269;0
31015231;210369540;Alessandro;Pendino;4.085.157;1.426.126;Private room;$45,00;1;28;22/07/2023;0.61;3;308;22
31019824;231676142;Raffaele;San Lorenzo;4.085.968;1.426.914;Entire home/apt;$79,00;1;24;23/08/2023;0.44;1;141;8
31021068;67722585;Adriano;Montecalvario;4.084.804;1.424.787;Entire home/apt;$253,00;2;58;11/04/2023;1.02;10;132;10
31027559;57484602;Amalfi Coast With Locals;Posillipo;4.082.079;1.421.305;Hotel room;$107,00;2;1;23/05/2023;0.26;2;361;1
31033377;161574272;Carmine;San Giuseppe;4.084.291;1.425.096;Entire home/apt;$266,00;2;6;17/04/2022;0.12;3;319;0
31036025;231813656;Annalisa;Pendino;4.084.597;1.426.279;Private room;$105,00;1;8;28/08/2023;0.14;1;63;4
31042869;44692729;Simona;Fuorigrotta;4.083.329;1.420.893;Entire home/apt;$321,00;2;42;3/09/2023;0.73;1;360;12
31049130;231918907;Maria;Chiaia;4.083.058;1.422.041;Entire home/apt;$50,00;2;32;24/08/2020;0.56;1;4;0
31050551;203529988;Armando;Pendino;40.847;1.426.222;Entire home/apt;$140,00;1;136;8/09/2023;2.37;2;332;46
31054236;231968232;Sally E Luca;San Giuseppe;4.084.541;1.425.368;Entire home/apt;$49,00;4;9;26/07/2021;0.16;1;0;0
31056341;7163075;Luigi;San Giuseppe;4.084.056;1.425.179;Hotel room;$211,00;1;1;28/08/2023;1;5;99;1
31071340;27949449;Antonio;Vicaria;4.085.445;14.273;Entire home/apt;$170,00;1;56;24/07/2023;0.98;7;348;13
31071528;27949449;Antonio;Vicaria;4.085.618;1.427.209;Entire home/apt;$130,00;1;20;28/05/2023;0.37;7;65;1
31072183;232130855;Adriano;San Lorenzo;4.085.375;1.426.853;Entire home/apt;$60,00;2;75;24/08/2023;1.31;3;327;10
31072500;232130855;Adriano;San Lorenzo;4.085.375;1.426.853;Entire home/apt;$60,00;2;51;15/06/2023;0.94;3;333;15
31080173;27355037;Renato;Vomero;4.084.534;1.422.756;Entire home/apt;$98,00;3;4;11/12/2022;0.29;2;0;3
31111100;232495080;Gabriella;Pendino;4.084.953;1.426.238;Entire home/apt;$433,00;2;67;22/05/2023;1.28;4;5;11
31118826;108681902;Sergio;Avvocata;4.084.812;1.424.564;Entire home/apt;$30,00;1;0;;;1;0;0
31121138;232583119;Vincenzo;San Lorenzo;4.085.832;1.426.141;Entire home/apt;$46,00;2;0;;;3;0;0
31136151;134847639;Claudio;Avvocata;4.085.254;1.424.512;Hotel room;$100,00;5;0;;;3;177;0
31139133;136550391;Lulù Lorelai;Avvocata;4.085.175;1.424.319;Private room;$32,00;3;2;14/09/2019;0.04;1;0;0
31139355;107247539;Homerez;San Giovanni a Teduccio;40.837.601;14.310.822;Entire home/apt;$80,00;1;4;29/05/2022;0.08;2;364;0
31165638;161324935;Giovanna;Vicaria;4.085.579;1.427.207;Entire home/apt;$50,00;1;27;11/09/2023;1.03;4;330;14
31166905;161324935;Giovanna;Vicaria;4.085.583;142.735;Private room;$50,00;1;10;19/05/2023;0.4;4;329;2
31167432;161324935;Giovanna;Vicaria;4.085.715;1.427.282;Private room;$59,00;1;60;12/09/2023;1.18;4;308;22
31167952;161324935;Giovanna;Vicaria;4.085.704;1.427.281;Private room;$60,00;1;29;5/09/2023;1.23;4;301;8
31171106;12660239;Francesca;Montecalvario;4.084.149;1.424.721;Entire home/apt;$88,00;3;24;24/08/2023;0.45;3;85;17
31172361;12660239;Francesca;Montecalvario;4.084.149;1.424.721;Entire home/apt;$93,00;4;64;9/09/2023;1.18;3;75;28
31188321;18810695;Francesca;San Lorenzo;408.522;1.425.947;Entire home/apt;$73,00;2;103;3/09/2023;1.86;1;169;15
31190721;232495080;Gabriella;Pendino;4.085.024;1.426.158;Private room;$89,00;1;2;29/07/2023;0.1;4;0;1
31203455;233333917;Giuseppe;San Ferdinando;4.083.315;1.424.945;Entire home/apt;$98,00;1;466;24/08/2023;8.15;5;130;103
31220683;233509827;Anna;San Lorenzo;4.085.149;1.425.444;Entire home/apt;$65,00;2;26;24/08/2023;0.47;1;299;4
31222113;130103700;Roberta;Avvocata;408.524;1.424.396;Private room;$68,00;2;5;15/08/2019;0.09;2;360;0
31227856;65558624;Paola;San Lorenzo;408.533;1.426.476;Entire home/apt;$84,00;1;112;22/08/2023;1.98;5;308;43
31229664;138149761;Sergio;San Giuseppe;4.084.097;1.424.895;Entire home/apt;$90,00;1;2;28/04/2019;0.04;2;155;0
31270815;146484582;Giuseppe;Avvocata;4.085.611;142.445;Entire home/apt;$42,00;3;6;4/01/2020;0.12;1;0;0
31275141;1150691;Elisa;Stella;4.085.508;142.476;Entire home/apt;$81,00;2;78;8/09/2023;1.45;1;170;21
31287474;234146734;Carlo;Pendino;40.847.057.240.694.900;14.265.313.580.457.300;Entire home/apt;$120,00;1;25;28/04/2023;0.47;1;15;1
31298125;110124474;Maria;San Ferdinando;4.083.573;1.424.708;Entire home/apt;$100,00;2;24;30/08/2023;0.45;1;41;9
31299252;92089385;Tiziana;San Giuseppe;4.084.461;1.424.951;Entire home/apt;$95,00;2;15;28/05/2023;0.27;2;46;2
31300027;146429740;Paolo;Arenella;4.085.186;1.423.239;Entire home/apt;$39,00;1;2;11/02/2021;0.04;5;286;0
31309337;152009554;Federico;Porto;4.084.567;1.425.571;Entire home/apt;$128,00;2;175;27/08/2023;3.14;6;357;45
31313250;86856577;Giuseppe;San Carlo all'Arena;4.087.993;1.427.077;Private room;$60,00;1;59;28/08/2023;1.09;1;325;15
31322770;48504862;Emily;Zona Industriale;4.085.267;1.426.843;Shared room;$26,00;1;60;14/08/2023;1.06;6;360;16
31323223;48504862;Emily;San Lorenzo;4.085.426;1.426.922;Shared room;$26,00;1;63;29/08/2023;1.1;6;354;40
31323456;48504862;Emily;San Lorenzo;4.085.431;1.426.745;Shared room;$27,00;1;30;1/08/2023;0.53;6;361;9
31323560;146429740;Paolo;Arenella;4.085.186;1.423.239;Private room;$90,00;1;0;;;5;286;0
31323868;146429740;Paolo;Arenella;4.085.186;1.423.239;Private room;$54,00;1;1;4/05/2019;0.02;5;255;0
31324244;146429740;Paolo;Arenella;4.085.186;1.423.239;Private room;$54,00;1;2;30/04/2023;0.08;5;255;1
31324319;102066656;Boundless Housing;Posillipo;4.082.087;1.421.393;Entire home/apt;$316,00;2;59;17/08/2023;1.1;1;165;38
31349981;232495080;Gabriella;Pendino;4.084.912;1.426.286;Private room;$54,00;2;2;4/04/2023;0.04;4;4;1
31353939;80864406;Alessandro;Pendino;40.846.336;14.264.287;Entire home/apt;$109,00;2;10;27/08/2023;0.39;4;298;4
31355489;128742101;Alessandro;Vicaria;4.085.612;1.427.499;Private room;$64,00;1;5;22/10/2022;0.09;9;313;1
31369523;134847639;Claudio;Avvocata;40.853;1.424.621;Private room;$80,00;1;1;10/03/2019;0.02;3;174;0
31369698;134847639;Claudio;Avvocata;4.085.403;1.424.604;Hotel room;$80,00;1;0;;;3;174;0
31371564;26740662;La Residenza Napoli Short Let Chia;San Ferdinando;4.083.503;1.424.563;Entire home/apt;$63,00;1;0;;;2;218;0
31375649;232495080;Gabriella;Pendino;4.084.877;1.426.164;Private room;$49,00;1;2;18/07/2021;0.04;4;67;0
31378158;185131913;Mariagrazia;Fuorigrotta;4.082.764;142.091;Entire home/apt;$79,00;2;12;26/02/2020;0.22;1;0;0
31398682;76485707;Ilaria;Montecalvario;4.084.889;1.424.125;Entire home/apt;$66,00;2;82;6/09/2023;1.49;1;58;25
31412939;149565027;Federico;San Carlo all'Arena;4.086.016;1.425.341;Private room;$300,00;2;37;7/01/2020;0.65;1;364;0
31423941;152144492;Angela;Mercato;4.085.012;1.427.323;Entire home/apt;$40,00;2;23;7/12/2019;0.41;1;0;0
31426409;235399251;Fulvia;Posillipo;40.817.478;14.211.232;Entire home/apt;$70,00;3;18;23/07/2023;0.68;1;363;2
31433611;235451977;Raffaele;Vicaria;4.085.519;1.427.232;Entire home/apt;$104,00;1;30;10/08/2023;0.56;1;75;29
31440714;211108269;Teresa;Pendino;4.085.166;1.426.009;Entire home/apt;$109,00;1;165;30/08/2023;2.95;1;325;40
31442152;231329277;Claudia;Posillipo;40.802.109;14.193.442;Entire home/apt;$164,00;2;17;30/08/2023;0.38;2;77;11
31456166;143153764;Antonio;Pendino;4.084.959;1.426.347;Entire home/apt;$161,00;1;4;18/09/2021;0.08;2;274;0
31457630;107465765;Paul;San Lorenzo;4.085.251;1.426.168;Entire home/apt;$109,00;2;35;26/06/2023;1.63;19;300;15
31459502;213370868;Andrea E Alessandro;San Ferdinando;4.083.732;1.424.483;Entire home/apt;$70,00;3;14;23/04/2023;0.25;1;328;2
31463694;235701666;Clementina;San Lorenzo;4.085.426;1.426.024;Entire home/apt;$75,00;2;167;5/09/2023;3.03;1;108;63
31476613;232822965;Maurizio;San Lorenzo;4.085.274;1.426.265;Entire home/apt;$96,00;1;29;13/09/2020;0.52;1;0;0
31476815;48504862;Emily;San Lorenzo;4.085.335;1.426.874;Shared room;$27,00;1;19;5/07/2023;0.34;6;360;7
31476965;48504862;Emily;San Lorenzo;4.085.391;1.426.848;Shared room;$26,00;1;32;24/08/2023;0.57;6;360;15
31503653;227002577;Mattia;San Ferdinando;4.083.683;14.246;Private room;$94,00;1;1;23/08/2022;0.08;4;0;0
31505347;199223787;Daniela;Stella;4.085.598;1.425.216;Entire home/apt;$110,00;2;1;21/07/2022;0.07;1;347;0
31528091;23825708;Marika;Chiaia;408.342;1.423.281;Entire home/apt;$300,00;5;0;;;3;364;0
31552467;52870903;Vale;Posillipo;4.082.327.651.977.530;142.172.269.821.167;Private room;$87,00;1;1;12/09/2021;0.04;4;130;0
31553390;189839177;Raffaella;San Ferdinando;4.083.809;1.424.519;Entire home/apt;$61,00;2;176;6/09/2023;3.27;3;138;38
31554222;52870903;Vale;Posillipo;4.082.327.651.977.530;142.172.269.821.167;Private room;$114,00;1;0;;;4;155;0
31554334;236505628;Ivana;Arenella;4.085.579;1.422.891;Private room;$100,00;3;3;6/09/2021;0.06;2;175;0
31557521;204197227;Olga;San Ferdinando;4.083.729;1.424.453;Entire home/apt;$60,00;1;146;26/08/2023;2.68;3;51;41
31562484;215680233;Saverio;Porto;4.084.477;1.425.697;Entire home/apt;$363,00;2;17;20/05/2023;0.3;4;46;4
31582693;236742248;Antonio;Arenella;4.086.357;1.422.004;Entire home/apt;$80,00;3;14;18/08/2023;0.26;1;346;8
31606803;52068793;Pierluigi;Porto;4.084.244;1.425.679;Entire home/apt;$69,00;2;48;14/05/2023;0.86;1;191;6
31608293;6379451;Dario;Pendino;4.084.521;1.425.919;Private room;$85,00;3;104;18/08/2023;1.94;3;148;39
31614467;189195885;Salvatore;Porto;4.084.683;1.425.551;Entire home/apt;$58,00;1;167;6/09/2023;2.99;1;242;42
31614578;2827687;Sophia;Montecalvario;408.479;1.424.706;Entire home/apt;$113,00;4;37;24/08/2023;0.67;1;142;2
31617581;237026647;Simonetta;Montecalvario;4.084.213;1.424.497;Entire home/apt;$45,00;2;2;1/05/2019;0.04;6;0;0
31633520;237163590;Michela;San Lorenzo;4.085.156;1.425.468;Entire home/apt;$65,00;1;0;;;2;0;0
31634316;52870903;Vale;Posillipo;4.082.327.651.977.530;142.172.269.821.167;Private room;$60,00;1;4;9/05/2023;0.17;4;133;2
31634649;7730173;Claudio;San Lorenzo;4.085.321;1.425.767;Entire home/apt;$81,00;1;203;9/09/2023;3.79;4;331;52
